Variable_Name,Name_Length,Code_Display,Code length,Code_Query,Variable_Order,Variable_Key,Description,Unit_or_type,Data_type,Data_length,Dataset,Subset,Group,SubGroup,Set_group_order,Hash_calc,Version_or_questions,Display_Label,Code_synon,MinVal,MaxVal,DSSAT_var,ICASA_standard,AgMIP_data_entry,AgMIP_rating,DSSAT_rating,APSIM_rating,CYCLES
Ca_in_applied_fertilizer,24,FEAMC,5,FEAMC,12,,Calcium (elemental) in applied fertilizer,kg[Ca]/ha,single,,EXPERIMENT,MANAGEMENT,FERTILIZERS,FERTILIZER_APPLICS,2082,1,,.,.,0,,,1,-1,0,,,
Mg_in_applied_fertilizer,24,FEAMM,5,FEAMM,12,,Magnesium (elemental) in applied fertilizer,kg[Mg]/ha,single,,EXPERIMENT,MANAGEMENT,FERTILIZERS,FERTILIZER_APPLICS,2082,1,"2019-06-17, CHP",.,FEAMMG,0,,,1,-1,0,,,
B_in_applied_fertilizer,23,FEAMB,5,FEAMB,12,,Boron (elemental) in applied fertilizer,kg[B]/ha,single,,EXPERIMENT,MANAGEMENT,FERTILIZERS,FERTILIZER_APPLICS,2082,1,"2019-06-17, CHP",.,.,0,,,1,-1,0,,,
Zn_in_applied_fertilizer,24,FEAMZ,5,FEAMZ,12,,Zinc (elemental) in applied fertilizer,kg[Zn]/ha,single,,EXPERIMENT,MANAGEMENT,FERTILIZERS,FERTILIZER_APPLICS,2082,1,"2019-06-17, CHP",.,.,0,,,1,-1,0,,,
Mn_in_applied_fertilizer,24,FEAMMN,6,FEAMMN,12,,Manganese (elemental) in applied fertilizer,kg[Mn]/ha,single,,EXPERIMENT,MANAGEMENT,FERTILIZERS,FERTILIZER_APPLICS,2082,1,"2019-06-17, CHP",.,FEAMMG,0,,,1,-1,0,,,
Fe_in_applied_fertilizer,24,FEAMFE,5,FEAMFE,12,,Iron (elemental) in applied fertilizer,kg[Fe]/ha,single,,EXPERIMENT,MANAGEMENT,FERTILIZERS,FERTILIZER_APPLICS,2082,1,"2019-06-17, CHP",.,.,0,,,1,-1,0,,,
other_elements_appl_fert,24,FEAMO,5,FEAMO,13,,Other elements in applied fertilizer,kg[Element]/ha,single,,EXPERIMENT,MANAGEMENT,FERTILIZERS,FERTILIZER_APPLICS,2082,1,,.,.,0,,,1,-1,0,,,
fertiliz_code_other_elem,24,FEOCD,5,FEOCD,14,,Fertilizer code for other elements,code,text,5,EXPERIMENT,MANAGEMENT,FERTILIZERS,FERTILIZER_APPLICS,2082,1,,.,.,,,,1,-1,0,,,
id,,id,,id,0,1,id,,single,,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,,2091,0,,,,,,,1,-2,0,,,
org_materials_applic_lev,24,OM,2,OM,1,,Organic materials application level,number,single,,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,,2091,0,,.,MR,,,,1,1,0,,,
org_material_applic_name,24,OM_NAME,7,OM_NAME,2,,Organic materials application name,text,text,31,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,,2091,0,,.,.,,,,1,-1,0,,,
org_material_notes,18,OM_NOTES,8,OM_NOTES,3,,"Organic materials, extended comments on treatment(s)",text,memo,,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,,2091,0,,,,,,,1,,0,,,
org_material_applic_tot,23,OM_TOT,6,OM_TOT,8,,"Total seasonal organic materials application amount, dry weight basis",kg/ha,single,,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,,2091,1,"2013-3-1, chp",.,.,0,,,1,,2,2,,
id,,id,,id,0,1,id,,single,,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,ORGANIC_MATERIAL_APPLICS,2092,0,,,,,,,1,-2,0,,,
org_material_applic_date,24,OMDAT,5,OMDAT,1,,Organic materials application date,date,single,,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,ORGANIC_MATERIAL_APPLICS,2092,1,,RDATE,.,0,366,,1,,2,2,,
org_materials_applic_lev,24,OM,2,OM,1,,"Organic materials application level, links to OM table",number,single,,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,ORGANIC_MATERIAL_APPLICS,2092,0,,.,MR,,,,1,-2,0,,,
org_materials_applic_yr,23,OMYR,4,OMYR,2,1,Organic materials application year,year,single,,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,ORGANIC_MATERIAL_APPLICS,2092,0,,.,.,,,,1,-2,0,,,
org_material_applic_day,23,OMDAY,5,OMDAY,3,1,Organic materials application day,doy,single,,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,ORGANIC_MATERIAL_APPLICS,2092,0,,RDATE,.,0,366,,1,-2,0,,,
organic_material,16,OMCD,4,OMCD,4,,"Organic material, identifying code",code,text,5,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,ORGANIC_MATERIAL_APPLICS,2092,1,,RCOD,.,,,,1,,2,2,,
org_material_applic_meth,24,OMACD,5,OMACD,5,,Organic materials application method,code,text,5,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,ORGANIC_MATERIAL_APPLICS,2092,1,,.,RACD,,,,1,-1,0,,,
org_material_appl_depth,23,OMDEP,5,OMDEP,6,,Organic materials application depth,cm,single,,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,ORGANIC_MATERIAL_APPLICS,2092,1,,.,.,0,,,1,,0,,,
org_material_incorp_perc,24,OMINP,5,OMINP,7,,"Organic materials application, fraction incorporporated as %",%,single,,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,ORGANIC_MATERIAL_APPLICS,2092,1,,.,.,0,100,,1,,0,,,
org_material_applic_amnt,24,OMAMT,5,OMAMT,8,,"Organic materials application amount, dry weight basis",kg/ha,single,,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,ORGANIC_MATERIAL_APPLICS,2092,1,,.,.,0,,,1,,2,2,,
org_material_applic_fresh_wt,28,OMFWT,5,OMFWT,8,,"Organic materials application amount, fresh weight basis",kg/ha,single,,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,ORGANIC_MATERIAL_APPLICS,2092,1,"2021-10-08, chp",.,.,0,,,1,,0,2,,
org_material_cover,18,OMCOV,5,OMCOV,8,,"Organic materials, percent ground covered by organic matter",%,single,,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,ORGANIC_MATERIAL_APPLICS,2092,1,"2015-10-12, chp",.,.,0,100,,1,,0,0,,
org_matter_moisture_conc,24,OMH2O,5,OMH2O,9,,"Organic matter or residue added, moisture concentration",%,single,,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,ORGANIC_MATERIAL_APPLICS,2092,1,,,,0,,,1,-1,0,,,
org_matter_carbon_conc,22,OMC%,4,OMCPC,10,,"Organic matter or residue added, carbon concentration, dry weight (g[C]/100g[DM])",%,single,,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,ORGANIC_MATERIAL_APPLICS,2092,1,,,,0,,,1,-1,0,,,
organic_material_N_conc,23,OMN%,4,OMNPC,11,,Organic materials nitrogen concentration,%,single,,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,ORGANIC_MATERIAL_APPLICS,2092,1,,.,.,0,,,1,,1,1,,
organic_material_P_conc,23,OMP%,4,OMPPC,12,,Organic materials phosphorus concentration,%,single,,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,ORGANIC_MATERIAL_APPLICS,2092,1,,.,.,0,,,1,-1,0,,,
organic_material_K_conc,23,OMK%,4,OMKPC,13,,Organic materials potasium concentration,%,single,,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,ORGANIC_MATERIAL_APPLICS,2092,1,,.,.,0,,,1,-1,0,,,
org_material_lignin_conc,24,OMLI%,5,OMLPC,14,,Organic materials lignin concentration,%,single,,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,ORGANIC_MATERIAL_APPLICS,2092,1,,.,.,0,,,1,-1,0,,,
org_material_c_to_n,19,OMC2N,5,OMC2N,15,,Organic materials C:N ratio,number,single,,EXPERIMENT,MANAGEMENT,ORGANIC_MATERIALS,ORGANIC_MATERIAL_APPLICS,2092,1,,.,.,0,,,1,,0,,,
id,,id,,id,0,1,id,,single,,EXPERIMENT,MANAGEMENT,MULCHES,,2101,0,,,,,,,1,-2,0,,,
mulch_level,11,ML,2,ML,1,,Mulch treatment level,number,single,,EXPERIMENT,MANAGEMENT,MULCHES,,2101,0,Vers 1.1,,,,,,1,1,0,,,
mulch_level_name,16,ML_NAME,7,ML_NAME,2,,"Mulch level, name of treatment",text,text,31,EXPERIMENT,MANAGEMENT,MULCHES,,2101,0,Vers 1.1,,,,,,1,-1,0,,,
mulch_level_notes,17,ML_NOTES,8,ML_NOTES,10,,"Mulch description, detailed comments",text,memo,,EXPERIMENT,MANAGEMENT,MULCHES,,2101,0,,,,,,,1,-1,0,,,
mulch_applic_date,17,MLADAT,6,MLADAT,-99,1,Mulch application date,date,single,,EXPERIMENT,MANAGEMENT,MULCHES,MULCH_ADD,2102,1,Vers 1.1,,,1,366,,1,-1,0,,,
id,,id,,id,0,1,id,,single,,EXPERIMENT,MANAGEMENT,MULCHES,MULCH_ADD,2102,0,,,,,,,1,-2,0,,,
mulch_level,11,ML,2,ML,1,,Mulch treatment level,number,single,,EXPERIMENT,MANAGEMENT,MULCHES,MULCH_ADD,2102,0,Vers 1.1,,,,,,1,-2,0,,,
mulch_applic_year,17,MLAYR,5,MLAYR,3,1,Mulch application year,year,single,,EXPERIMENT,MANAGEMENT,MULCHES,MULCH_ADD,2102,0,Vers 1.1,,,,,,1,-2,0,,,
mulch_applic_day,16,MLADY,5,MLADY,4,1,Mulch application date as day of year,doy,single,,EXPERIMENT,MANAGEMENT,MULCHES,MULCH_ADD,2102,0,Vers 1.1,,,1,366,,1,-2,0,,,
mulch_type,10,MLTP,4,MLTP,7,,"Mulch type by codes for soild polythelene sheet, net, etc. ",code,text,6,EXPERIMENT,MANAGEMENT,MULCHES,MULCH_ADD,2102,1,Vers 1.1,,,,,,1,-1,0,,,
mulch_thickness,15,MLTHK,5,MLTHK,8,,Mulch thickness ,mm,single,,EXPERIMENT,MANAGEMENT,MULCHES,MULCH_ADD,2102,1,Vers 1.1,,,0,,,1,-1,0,,,
mulch_cover_fraction,20,MLCOV,5,MLCOV,8,,Fraction of surface covered by mulch,fraction,single,,EXPERIMENT,MANAGEMENT,MULCHES,MULCH_ADD,2102,1,"2015-12-15, chp",,,0,,,1,-1,0,,,
mulch_color,11,MLCOL,5,MLCOL,9,,Mulch color ,code,text,6,EXPERIMENT,MANAGEMENT,MULCHES,MULCH_ADD,2102,1,Vers 1.1,,,,,,1,-1,0,,,
mulch_removal_date,18,MLRDAT,6,MLRDAT,-98,,Mulch removal date,date,single,,EXPERIMENT,MANAGEMENT,MULCHES,MULCH_REMOVE,2103,1,Vers 1.2,,,1,366,,1,-1,0,,,
mulch_level,11,ML,2,ML,1,,Mulch treatment level,number,single,,EXPERIMENT,MANAGEMENT,MULCHES,MULCH_REMOVE,2103,0,Vers 1.2,,,,,,1,-2,0,,,
mulch_removal_year,18,MLRYR,5,MLRYR,5,,Mulch removal year,year,single,,EXPERIMENT,MANAGEMENT,MULCHES,MULCH_REMOVE,2103,0,Vers 1.2,,,,,,1,-2,0,,,
mulch_removal_day,17,MLRDAY,6,MLRDAY,6,,Mulch removal date as day of year,doy,single,,EXPERIMENT,MANAGEMENT,MULCHES,MULCH_REMOVE,2103,0,Vers 1.2,,,1,366,,1,-2,0,,,
mulch_type_remove,17,MLTPR,5,MLTPR,7,,"Mulch type removed by codes for soild polythelene sheet, net, etc. ",code,text,6,EXPERIMENT,MANAGEMENT,MULCHES,MULCH_REMOVE,2103,1,Vers 1.1,,,,,,1,-1,0,,,
id,,id,,id,0,1,id,,single,,EXPERIMENT,MANAGEMENT,CHEMICALS,,2111,0,,,,,,,1,-2,0,,,
chemical_applic_level,20,CH,2,CH,1,,Chemicals application level,number,single,,EXPERIMENT,MANAGEMENT,CHEMICALS,,2111,0,,.,MC,,,,1,1,0,,,
chemical_applic_name,20,CH_NAME,7,CH_NAME,2,,"Chemical, name experimentalist assigned to a given application level",text,text,70,EXPERIMENT,MANAGEMENT,CHEMICALS,,2111,1,,.,.,,,,1,-1,0,,,
chemical_applic_notes,21,CH_NOTES,8,CH_NOTES,3,,"Chemical notes, extensive comments on applications",text,memo,,EXPERIMENT,MANAGEMENT,CHEMICALS,,2111,0,,.,.,,,,1,-1,0,,,
chemical_applic_date,20,CDATE,5,CDATE,-99,,Chemicals application date,date,single,,EXPERIMENT,MANAGEMENT,CHEMICALS,CHEMICAL_APPLICS,2112,1,,.,.,,,,1,-1,0,,,
id,,id,,id,0,1,id,,single,,EXPERIMENT,MANAGEMENT,CHEMICALS,CHEMICAL_APPLICS,2112,0,,,,,,,1,-2,0,,,
chemical_applic_level,21,CH,2,CH,1,,"Chemicals application level, liks to CHEMICALS table",number,single,,EXPERIMENT,MANAGEMENT,CHEMICALS,CHEMICAL_APPLICS,2112,0,,.,MC,,,,1,-2,0,,,
chemical_applic_year,20,CHYR,4,CHYR,2,1,Chemicals application year,year,single,,EXPERIMENT,MANAGEMENT,CHEMICALS,CHEMICAL_APPLICS,2112,0,,.,.,,,,1,-2,0,,,
chemical_applic_day,19,CHDAY,5,CHDAY,3,1,Chemicals application day of year or DAP if year = -99,day,single,,EXPERIMENT,MANAGEMENT,CHEMICALS,CHEMICAL_APPLICS,2112,0,,.,.,0,366,,1,-2,0,,,
chemical_applic_material,24,CHCD,4,CHCD,4,,Chemicals application material,code,text,10,EXPERIMENT,MANAGEMENT,CHEMICALS,CHEMICAL_APPLICS,2112,1,,.,CHCOD,,,,1,-1,0,,,
chemical_applic_method,22,CHACD,5,CHACD,5,,Chemicals application method,code,text,10,EXPERIMENT,MANAGEMENT,CHEMICALS,CHEMICAL_APPLICS,2112,1,,.,CHME,,,,1,-1,0,,,
application_depth_chem,22,CHDEP,5,CHDEP,6,,Chemicals application depth,cm,single,,EXPERIMENT,MANAGEMENT,CHEMICALS,CHEMICAL_APPLICS,2112,1,,.,.,0,,,1,-1,0,,,
chemical_applic_amount,22,CHAMT,5,CHAMT,7,,Chemicals application amount (active),kg/ha,single,,EXPERIMENT,MANAGEMENT,CHEMICALS,CHEMICAL_APPLICS,2112,1,,.,.,0,,,1,-1,0,,,
chemical_applic_target,22,CH_TARGETS,10,CH_TARGETS,8,,Chemicals application target,code,text,10,EXPERIMENT,MANAGEMENT,CHEMICALS,CHEMICAL_APPLICS,2112,1,,.,.,,,,1,-1,0,,,
id,,id,,id,0,1,id,,single,,EXPERIMENT,MANAGEMENT,TILLAGE,,2121,0,,,,,,,1,-2,0,,,
tillage_level,13,TI,2,TI,1,,Tillage operation level,number,single,,EXPERIMENT,MANAGEMENT,TILLAGE,,2121,0,,.,MC,,,,1,1,0,,,
tillage_treatment_name,22,TI_NAME,7,TI_NAME,2,,"Tillage, name assigned to treatments over trial",text,text,70,EXPERIMENT,MANAGEMENT,TILLAGE,,2121,0,,.,.,,,,1,-2,0,,,
tillage_treatment_notes,23,TI_NOTES,8,TI_NOTES,3,,"Tillage notes, extensive comments on practices",text,memo,,EXPERIMENT,MANAGEMENT,TILLAGE,,2121,0,,.,.,,,,1,,0,,,
tillage_practice,16,TI_PRACTICE,11,TI_PRACTICE,3,,Tillage type,code,text,,EXPERIMENT,MANAGEMENT,TILLAGE,,2121,0,"2014-03-14, chp",.,.,,,,1,,0,,,
tillage_event_tot,17,TI_#,,TI_NO,4,,"Total tillage operations, cumulative for season",number,single,,EXPERIMENT,MANAGEMENT,TILLAGE,,2121,0,,,,,,,1,,0,,,
tillage_date,12,TDATE,5,TDATE,-99,,Tillage date,date,single,,EXPERIMENT,MANAGEMENT,TILLAGE,TILLAGE_EVENTS,2122,1,,.,.,1,"99,365",,1,,0,,,
id,,id,,id,0,1,id,,single,,EXPERIMENT,MANAGEMENT,TILLAGE,TILLAGE_EVENTS,2122,0,,,,,,,1,-2,0,,,
tillage_level,13,TI,2,TI,1,,Tillage operation level,number,single,,EXPERIMENT,MANAGEMENT,TILLAGE,TILLAGE_EVENTS,2122,0,,.,.,,,,1,-2,0,,,
tillage_operations_year,23,TIYR,4,TIYR,2,1,Tillage operations year,year,single,,EXPERIMENT,MANAGEMENT,TILLAGE,TILLAGE_EVENTS,2122,0,,.,.,,,,1,-2,0,,,
tillage_operations_day,22,TIDAY,5,TIDAY,3,1,Tillage operations day,day,single,,EXPERIMENT,MANAGEMENT,TILLAGE,TILLAGE_EVENTS,2122,0,,.,.,0,366,,1,-2,0,,,
tillage_operation_name,22,TI_OP_NAME,10,TI_OP_NAME,4,,"Tillage operations, name of specific event",text,text,,EXPERIMENT,MANAGEMENT,TILLAGE,TILLAGE_EVENTS,2122,0,,.,.,,,,1,,0,,,
tillage_order,13,TIORD,5,TIORD,5,,Tillage operations order within a single day,number,single,,EXPERIMENT,MANAGEMENT,TILLAGE,TILLAGE_EVENTS,2122,1,,.,.,1,,,1,-1,0,,,
tillage_implement,17,TIIMP,5,TIIMP,6,,Tillage implement,code,text,5,EXPERIMENT,MANAGEMENT,TILLAGE,TILLAGE_EVENTS,2122,1,,.,.,,,,1,,0,,,
tillage_operations_depth,24,TIDEP,5,TIDEP,7,,Tillage operations depth,cm,single,,EXPERIMENT,MANAGEMENT,TILLAGE,TILLAGE_EVENTS,2122,1,,.,TDEP TLDD,0,200,,1,,0,,,
till_mix_effectiveness,22,TIMIX,5,TIMIX,8,,Tillage operations mixing effectiveness,%,single,,EXPERIMENT,MANAGEMENT,TILLAGE,TILLAGE_EVENTS,2122,1,,.,.,0,100,,1,,0,,,
till_disturb_ratio,18,TIDIS,5,TIDIS,8,,"Tillage operations soil disturbance ratio, a relative value that indicates the extent to which the tillage operation speeds up decomposition rate of the soil microbial biomass and stabilized soil C pools. ",fraction,single,,EXPERIMENT,MANAGEMENT,TILLAGE,TILLAGE_EVENTS,2122,1,2018-06-19 chp,.,.,0,30,,1,,0,,,x
id,,id,,id,0,1,id,,single,,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,,2131,0,,,,,,,1,-2,0,,,
environmental_modif_lev,23,EM,2,EM,1,,Environmental modifications level,number,single,,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,,2131,0,,.,ME,,,,1,1,0,,,
environ_modif_name,18,EM_NAME,7,EM_NAME,2,,Environmental modifications level name,text,text,31,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,,2131,0,,.,.,,,,1,,0,,,
environ_comments,16,EM_NOTES,8,EM_NOTES,3,,"Environmental modifications, extended comments",text,memo,,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,,2131,0,,,,,,,1,,0,,,
environ_modificat_date,18,EMDATE,5,EMDATE,-99,,Environmental modifications date,date,single,,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,ENVIRON_MODIF_LEVELS,2132,1,,.,.,1,"99,365",,1,,0,,,
id,,id,,id,0,1,id,,single,,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,ENVIRON_MODIF_LEVELS,2132,0,,,,,,,1,-2,0,,,
environmental_modif_lev,23,EM,2,EM,1,,"Environmental modifications level, links to EM table",number,single,,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,ENVIRON_MODIF_LEVELS,2132,0,,.,ME,,,,1,-2,0,,,
environ_modificat_year,22,EMYR,4,EMYR,2,1,Environmental modifications year,year,single,,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,ENVIRON_MODIF_LEVELS,2132,0,,.,.,,,,1,-2,0,,,
environ_modificat_day,21,EMDAY,5,EMDAY,3,1,Environmental modifications date,doy,single,,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,ENVIRON_MODIF_LEVELS,2132,0,,.,.,1,"99,365",,1,-2,0,,,
environ_mod_code_daylen,23,ECDYL,5,ECDYL,4,,"Environmental modific.code, daylength",code,text,5,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,ENVIRON_MODIF_LEVELS,2132,1,,.,.,,,,1,,0,,,
environ_modif_daylen,20,EMDYL,5,EMDYL,5,,"Environmental modification, daylength",h,single,,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,ENVIRON_MODIF_LEVELS,2132,1,,.,.,0,,,1,,0,,,
environ_mod_code_radiat,23,ECRAD,5,ECRAD,6,,"Environmental modific.code, radiation",code,text,5,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,ENVIRON_MODIF_LEVELS,2132,1,,.,.,,,,1,,0,,,
environ_modif_solar_rad,23,EMRAD,5,EMRAD,7,,"Environmental modification,radiation",MJ/(m2.d),single,,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,ENVIRON_MODIF_LEVELS,2132,1,,.,.,,,,1,,0,,,
environ_mod_code_tmax,21,ECMAX,5,ECMAX,8,,"Environmental modific.code, maximum temperature",code,text,5,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,ENVIRON_MODIF_LEVELS,2132,1,,.,.,,,,1,,0,,,
environ_modif_max_temp,22,EMMAX,5,EMMAX,9,,"Environmental modification, maximum temperature",degree_C,single,,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,ENVIRON_MODIF_LEVELS,2132,1,,.,.,,,,1,,0,,,
environ_mod_code_tmin,21,ECMIN,5,ECMIN,10,,"Environmental modific.code, minimum temperature",code,text,5,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,ENVIRON_MODIF_LEVELS,2132,1,,.,.,,,,1,,0,,,
environ_modif_min_temp,22,EMMIN,5,EMMIN,11,,"Environmental modification, minimum temperature",degree_C,single,,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,ENVIRON_MODIF_LEVELS,2132,1,,.,.,,,,1,,0,,,
environ_modif_code_rain,23,ECRAI,5,ECRAI,12,,"Environmental modific.code, rain",code,text,5,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,ENVIRON_MODIF_LEVELS,2132,1,,.,.,,,,1,,0,,,
environ_modif_rain,18,EMRAI,5,EMRAI,13,,"Environmental modification,rain",mm,single,,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,ENVIRON_MODIF_LEVELS,2132,1,,.,.,,,,1,,0,,,
environ_modif_code_CO2,22,ECCO2,5,ECCO2,14,,"Environmental modific.code, CO2",code,text,5,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,ENVIRON_MODIF_LEVELS,2132,1,,.,.,,,,1,,0,,,
environ_modif_CO2,17,EMCO2,5,EMCO2,15,,"Environmental modification, CO2",ppm,single,,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,ENVIRON_MODIF_LEVELS,2132,1,,.,.,,,,1,,0,,,
environ_mod_code_dewpt,22,ECDEW,5,ECDEW,16,,"Environmental modific.code, dewpoint",code,text,5,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,ENVIRON_MODIF_LEVELS,2132,1,,.,.,,,,1,,0,,,
environ_modif_dew_pt,20,EMDEW,5,EMDEW,17,,"Environmental modification, dewpoint",degree_C,single,,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,ENVIRON_MODIF_LEVELS,2132,1,,.,.,,,,1,,0,,,
environ_modif_code_wind,23,ECWND,5,ECWND,18,,"Environmental modific.code, wind",code,text,5,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,ENVIRON_MODIF_LEVELS,2132,1,,.,.,,,,1,,0,,,
environ_modif_wind,18,EMWND,5,EMWND,19,,"Environmental modification,wind",km/d,single,,EXPERIMENT,MANAGEMENT,ENVIRON_MODIFICATIONS,ENVIRON_MODIF_LEVELS,2132,1,,.,.,,,,1,,0,,,
id,,id,,id,0,1,id,,single,,EXPERIMENT,MANAGEMENT,HARVESTS,,2141,0,,,,,,,1,-2,0,,,
harvest_operations_level,24,HA,2,HA,1,,Harvest operations level,number,single,,EXPERIMENT,MANAGEMENT,HARVESTS,,2141,0,,.,,,,,1,1,0,,,
harvest_ops_level_name,22,HA_NAME,7,HA_NAME,2,,Harvest operations level name,text,text,5,EXPERIMENT,MANAGEMENT,HARVESTS,,2141,0,,.,.,,,,1,-1,0,,,
harvest_notes,13,HA_NOTES,8,HA_NOTES,3,,"Harvest, short notes",text,text,40,EXPERIMENT,MANAGEMENT,HARVESTS,,2141,0,,,,,,,1,-1,0,,,
harvest_comments,16,HA_COMMENTS,11,HA_COMMENTS,4,,"Harvest, extended comments on harvest procedures",text,memo,,EXPERIMENT,MANAGEMENT,HARVESTS,,2141,0,,,,,,,1,-1,0,,,
harvest_operations_date,23,HADAT,5,HADAT,-99,,Harvest operations date (prefereably as yyyy-mm-dd),date,single,,EXPERIMENT,MANAGEMENT,HARVESTS,HARVEST_EVENTS,2142,1,,.,.,0,366,,1,-1,2,2,,
id,,id,,id,0,1,id,,single,,EXPERIMENT,MANAGEMENT,HARVESTS,HARVEST_EVENTS,2142,0,,,,,,,1,-2,0,,,
harvest_operations_level,24,HA,2,HA,1,,"Harvest operations level, links to HARVEST table",number,single,,EXPERIMENT,MANAGEMENT,HARVESTS,HARVEST_EVENTS,2142,0,,.,,,,,1,-2,0,,,
harvest_operations_year,23,HAYR,4,HAYR,2,1,Harvest operations year,year,single,,EXPERIMENT,MANAGEMENT,HARVESTS,HARVEST_EVENTS,2142,0,,.,.,,,,1,-1,0,,,
harvest_operations_day,22,HADAY,5,HADAY,3,1,"Harvest operations day, DAP if year = -99",day,single,,EXPERIMENT,MANAGEMENT,HARVESTS,HARVEST_EVENTS,2142,0,,.,.,0,366,,1,-1,0,,,
harvest_crop,12,HACR,4,HACR,5,,"Harvest operations, crop harvested",code,text,5,EXPERIMENT,MANAGEMENT,HARVESTS,HARVEST_EVENTS,2142,1,"2016-04-04, CHP",.,.,,,,1,,0,,,
harvest_stage,13,HASTG,5,HASTG,4,,"Harvest, growth stage of crop at date",code,text,,EXPERIMENT,MANAGEMENT,HARVESTS,HARVEST_EVENTS,2142,1,,,,,,,1,,0,,,
harvest_operat_component,24,HACOM,5,HACOM,5,,"Harvest operations, crop component harvested",code,text,,EXPERIMENT,MANAGEMENT,HARVESTS,HARVEST_EVENTS,2142,1,,.,.,,,,1,,0,,,
harvest_method,14,HARM,4,HARM,6,,Harvest method,code,text,5,EXPERIMENT,MANAGEMENT,HARVESTS,HARVEST_EVENTS,2142,1,,.,.,,,,1,,0,,,
harvest_area,12,HAREA,5,HAREA,7,,Harvest area,ha,single,,EXPERIMENT,MANAGEMENT,HARVESTS,HARVEST_EVENTS,2142,1,"2019-09-12, chp - changed to ha",.,.,0,,,1,,0,,,
harvest_amount,,HAMT,,HAMT,9,,"Harvest, total amount removed as mass",kg/ha,single,,EXPERIMENT,MANAGEMENT,HARVESTS,HARVEST_EVENTS,2142,1,"2013-03-06, JWW",,,,,,1,,0,,,
harv_operat_main_product,24,HAP%,4,HAPPC,10,,"Harvest operations, percent economic product harvested",%,single,,EXPERIMENT,MANAGEMENT,HARVESTS,HARVEST_EVENTS,2142,1,,.,HPC,0,100,,1,,0,,,
harv_operation_byproduct,24,HAB%,4,HABPC,11,,"Harvest operations, percent of by-product harvested",%,single,,EXPERIMENT,MANAGEMENT,HARVESTS,HARVEST_EVENTS,2142,1,,.,.,0,100,,1,,0,,,
harv_operat_size_categor,24,HASIZ,5,HASIZ,13,,Harvest operations size category,code,text,5,EXPERIMENT,MANAGEMENT,HARVESTS,HARVEST_EVENTS,2142,1,,.,HSIZ,,,,1,-1,0,,,
